GO_id_or_uniprot_term	Description	OurLocalization	UniquePriorityNumber	SpatialRelation
GO:0070029	alphav-beta3 integrin-osteopontin complex	Unknown	0	IN Extracellular
GO:0070030	alphav-beta1 integrin-osteopontin complex	Unknown	0	IN Extracellular
GO:0070031	alphav-beta5 integrin-osteopontin complex	Unknown	0	IN Extracellular
GO:0070032	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex	Unknown	0	IN Extracellular
GO:0070033	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex	Unknown	0	IN Extracellular
GO:0070044	synaptobrevin 2-SNAP-25-syntaxin-1a complex	Unknown	0	IN Extracellular
GO:0070045	synaptobrevin 2-SNAP-25-syntaxin-2 complex	Unknown	0	IN Extracellular
GO:0070046	synaptobrevin 2-SNAP-25-syntaxin-3 complex	Unknown	0	IN Extracellular
GO:0070047	synaptobrevin 2-SNAP-25-syntaxin-4 complex	Unknown	0	IN Extracellular
GO:0070048	endobrevin-SNAP-25-syntaxin-1a complex	Unknown	0	IN Extracellular
GO:0070049	endobrevin-SNAP-25-syntaxin-2 complex	Unknown	0	IN Extracellular
GO:0070056	prospore membrane leading edge	Unknown	0	IN Extracellular
GO:0070057	prospore membrane spindle pole body attachment site	Unknown	0	IN Extracellular
GO:0070065	cellubrevin-VAMP4-syntaxin-16 complex	Unknown	0	IN Extracellular
GO:0070066	cellubrevin-VAMP4-endobrevin-syntaxin-6 complex	Unknown	0	IN Extracellular
GO:0070067	syntaxin-6-syntaxin-16-Vti1a complex	Unknown	0	IN Extracellular
GO:0070068	VAMP4-syntaxin-6-syntaxin-16-Vti1a complex	Unknown	0	IN Extracellular
GO:0070069	cytochrome complex	Unknown	0	IN Extracellular
GO:0070074	mononeme	Unknown	0	IN Extracellular
GO:0070081	clathrin-sculpted monoamine transport vesicle	Unknown	0	IN Extracellular
GO:0070082	clathrin-sculpted monoamine transport vesicle lumen	Unknown	0	IN Extracellular
GO:0070083	clathrin-sculpted monoamine transport vesicle membrane	Unknown	0	IN Extracellular
GO:0070088	PHA granule	Unknown	0	IN Extracellular
GO:0070090	metaphase plate	Unknown	0	IN Extracellular
GO:0070110	ciliary neurotrophic factor receptor complex	Unknown	0	IN Extracellular
GO:0070111	organellar chromatophore	Unknown	0	IN Extracellular
GO:0070112	organellar chromatophore membrane	Unknown	0	IN Extracellular
GO:0070113	organellar chromatophore inner membrane	Unknown	0	IN Extracellular
GO:0070114	organellar chromatophore outer membrane	Unknown	0	IN Extracellular
GO:0070115	organellar chromatophore intermembrane space	Unknown	0	IN Extracellular
GO:0070116	organellar chromatophore thylakoid	Unknown	0	IN Extracellular
GO:0070117	organellar chromatophore thylakoid lumen	Unknown	0	IN Extracellular
GO:0070118	organellar chromatophore thylakoid membrane	Unknown	0	IN Extracellular
GO:0070160	occluding junction	Unknown	0	IN Extracellular
GO:0070176	DRM complex	Unknown	0	IN Extracellular
GO:0070187	telosome	Unknown	0	IN Extracellular
GO:0070188	Stn1-Ten1 complex	Unknown	0	IN Extracellular
GO:0070195	growth hormone receptor complex	Unknown	0	IN Extracellular
GO:0070209	ASTRA complex	Unknown	0	IN Extracellular
GO:0070210	Rpd3L-Expanded complex	Unknown	0	IN Extracellular
GO:0070211	Snt2C complex	Unknown	0	IN Extracellular
GO:0070214	CSK-GAP-A.p62 complex	Unknown	0	IN Extracellular
GO:0070250	mating projection membrane	Unknown	0	IN Extracellular
GO:0070258	inner membrane complex	Unknown	0	IN Extracellular
GO:0070263	external side of fungal-type cell wall	Unknown	0	IN Extracellular
GO:0070264	transcription factor TFIIIE complex	Unknown	0	IN Extracellular
GO:0070274	RES complex	Unknown	0	IN Extracellular
GO:0070288	ferritin complex	Unknown	0	IN Extracellular
GO:0070289	extracellular ferritin complex	Unknown	0	IN Extracellular
GO:0070310	ATR-ATRIP complex	Unknown	0	IN Extracellular
GO:0070311	nucleosomal methylation activator complex	Unknown	0	IN Extracellular
GO:0070312	RAD52-ERCC4-ERCC1 complex	Unknown	0	IN Extracellular
GO:0070313	RGS6-DNMT1-DMAP1 complex	Unknown	0	IN Extracellular
GO:0070319	Golgi to plasma membrane transport vesicle	Unknown	0	IN Extracellular
GO:0070331	CD20-Lck-Fyn complex	Unknown	0	IN Extracellular
GO:0070332	CD20-Lck-Lyn-Fyn complex	Unknown	0	IN Extracellular
GO:0070333	alpha6-beta4 integrin-Shc-Grb2 complex	Unknown	0	IN Extracellular
GO:0070334	alpha6-beta4 integrin-laminin 5 complex	Unknown	0	IN Extracellular
GO:0070353	GATA1-TAL1-TCF3-Lmo2 complex	Unknown	0	IN Extracellular
GO:0070354	GATA2-TAL1-TCF3-Lmo2 complex	Unknown	0	IN Extracellular
GO:0070355	synaptotagmin-synaptobrevin 2-SNAP-25-syntaxin-1a-syntaxin-1b-Rab3a-complexin II complex	Unknown	0	IN Extracellular
GO:0070356	synaptotagmin-synaptobrevin 2-SNAP-25-syntaxin-1a-syntaxin-1b-Rab3a complex	Unknown	0	IN Extracellular
GO:0070357	alphav-beta3 integrin-CD47 complex	Unknown	0	IN Extracellular
GO:0070369	beta-catenin-TCF7L2 complex	Unknown	0	IN Extracellular
GO:0070381	endosome to plasma membrane transport vesicle	Unknown	0	IN Extracellular
GO:0070385	egasyn-beta-glucuronidase complex	Unknown	0	IN Extracellular
GO:0070386	"procollagen-proline 4-dioxygenase complex, alpha(I) type"	Unknown	0	IN Extracellular
GO:0070387	"procollagen-proline 4-dioxygenase complex, alpha(II) type"	Unknown	0	IN Extracellular
GO:0070388	"procollagen-proline 4-dioxygenase complex, alpha(III) type"	Unknown	0	IN Extracellular
GO:0070390	transcription export complex 2	Unknown	0	IN Extracellular
GO:0070418	DNA-dependent protein kinase complex	Unknown	0	IN Extracellular
GO:0070419	nonhomologous end joining complex	Unknown	0	IN Extracellular
GO:0070420	Ku-DNA ligase complex	Unknown	0	IN Extracellular
GO:0070421	DNA ligase III-XRCC1 complex	Unknown	0	IN Extracellular
GO:0070422	G-protein beta/gamma-Raf-1 complex	Unknown	0	IN Extracellular
GO:0070435	Shc-EGFR complex	Unknown	0	IN Extracellular
GO:0070436	Grb2-EGFR complex	Unknown	0	IN Extracellular
GO:0070437	Grb2-Shc complex	Unknown	0	IN Extracellular
GO:0070439	Mad-Max-mSin3A complex	Unknown	0	IN Extracellular
GO:0070440	Mad-Max-mSin3B complex	Unknown	0	IN Extracellular
GO:0070441	G-protein beta/gamma-Btk complex	Unknown	0	IN Extracellular
GO:0070442	alphaIIb-beta3 integrin complex	Unknown	0	IN Extracellular
GO:0070443	Mad-Max complex	Unknown	0	IN Extracellular
GO:0070449	elongin complex	Unknown	0	IN Extracellular
GO:0070450	interleukin4-interleukin-4 receptor complex	Unknown	0	IN Extracellular
GO:0070451	cell hair	Unknown	0	IN Extracellular
GO:0070461	SAGA-type complex	Unknown	0	IN Extracellular
GO:0070464	alphav-beta3 integrin-collagen alpha3(VI) complex	Unknown	0	IN Extracellular
GO:0070465	alpha1-beta1 integrin-alpha3(VI) complex	Unknown	0	IN Extracellular
GO:0070466	alpha2-beta1 integrin-alpha3(VI) complex	Unknown	0	IN Extracellular
GO:0070467	RC-1 DNA recombination complex	Unknown	0	IN Extracellular
GO:0070469	respiratory chain	Unknown	0	IN Extracellular
GO:0070470	plasma membrane respiratory chain	Unknown	0	IN Extracellular
GO:0070477	endospore core	Unknown	0	IN Extracellular
GO:0070505	pollen coat	Unknown	0	IN Extracellular
GO:0070514	SRF-myogenin-E12 complex	Unknown	0	IN Extracellular
GO:0070515	alphaIIb-beta3 integrin-talin complex	Unknown	0	IN Extracellular
GO:0070516	CAK-ERCC2 complex	Unknown	0	IN Extracellular
GO:0070517	DNA replication factor C core complex	Unknown	0	IN Extracellular
GO:0070518	alpha4-beta1 integrin-CD53 complex	Unknown	0	IN Extracellular
GO:0070519	alpha4-beta1 integrin-CD63 complex	Unknown	0	IN Extracellular
GO:0070520	alpha4-beta1 integrin-CD81 complex	Unknown	0	IN Extracellular
GO:0070521	alpha4-beta1 integrin-CD82 complex	Unknown	0	IN Extracellular
GO:0070522	ERCC4-ERCC1 complex	Unknown	0	IN Extracellular
GO:0070531	BRCA1-A complex	Unknown	0	IN Extracellular
GO:0070532	BRCA1-B complex	Unknown	0	IN Extracellular
GO:0070533	BRCA1-C complex	Unknown	0	IN Extracellular
GO:0070545	PeBoW complex	Unknown	0	IN Extracellular
GO:0070552	BRISC complex	Unknown	0	IN Extracellular
GO:0070554	synaptobrevin 2-SNAP-25-syntaxin-3-complexin complex	Unknown	0	IN Extracellular
GO:0070556	TAF4B-containing transcription factor TFIID complex	Unknown	0	IN Extracellular
GO:0070557	PCNA-p21 complex	Unknown	0	IN Extracellular
GO:0070558	alphaM-beta2 integrin-CD63 complex	Unknown	0	IN Extracellular
GO:0070559	lysosomal multienzyme complex	Unknown	0	IN Extracellular
GO:0070565	telomere-telomerase complex	Unknown	0	IN Extracellular
GO:0070578	RISC-loading complex	Unknown	0	IN Extracellular
GO:0070603	SWI/SNF superfamily-type complex	Unknown	0	IN Extracellular
GO:0070604	PBAF complex	Unknown	0	IN Extracellular
GO:0070618	Grb2-Sos complex	Unknown	0	IN Extracellular
GO:0070619	Shc-Grb2-Sos complex	Unknown	0	IN Extracellular
GO:0070620	EGFR-Grb2-Sos complex	Unknown	0	IN Extracellular
GO:0070621	EGFR-Shc-Grb2-Sos complex	Unknown	0	IN Extracellular
GO:0070622	UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase complex	Unknown	0	IN Extracellular
GO:0070645	Ubisch body	Unknown	0	IN Extracellular
GO:0070648	formin-nucleated actin cable	Unknown	0	IN Extracellular
GO:0070652	HAUS complex	Unknown	0	IN Extracellular
GO:0070685	macropinocytic cup	Unknown	0	IN Extracellular
GO:0070686	macropinocytic cup membrane	Unknown	0	IN Extracellular
GO:0070687	macropinocytic cup cytoskeleton	Unknown	0	IN Extracellular
GO:0070688	MLL5-L complex	Unknown	0	IN Extracellular
GO:0070691	dimeric positive transcription elongation factor complex b	Unknown	0	IN Extracellular
GO:0070692	trimeric positive transcription elongation factor complex b	Unknown	0	IN Extracellular
GO:0070693	P-TEFb-cap methyltransferase complex	Unknown	0	IN Extracellular
GO:0070695	FHF complex	Unknown	0	IN Extracellular
GO:0070701	mucus layer	Unknown	0	IN Extracellular
GO:0070702	inner mucus layer	Unknown	0	IN Extracellular
GO:0070703	outer mucus layer	Unknown	0	IN Extracellular
GO:0070718	alphaPDGFR-SHP-2 complex	Unknown	0	IN Extracellular
GO:0070719	alphaPDGFR-PLC-gamma-1-PI3K-SHP-2 complex	Unknown	0	IN Extracellular
GO:0070720	Grb2-SHP-2 complex	Unknown	0	IN Extracellular
GO:0070721	ISGF3 complex	Unknown	0	IN Extracellular
GO:0070722	Tle3-Aes complex	Unknown	0	IN Extracellular
GO:0070724	BMP receptor complex	Unknown	0	IN Extracellular
GO:0070725	Yb body	Unknown	0	IN Extracellular
GO:0070732	spindle envelope	Unknown	0	IN Extracellular
GO:0070743	interleukin-23 complex	Unknown	0	IN Extracellular
GO:0070744	interleukin-27 complex	Unknown	0	IN Extracellular
GO:0070745	interleukin-35 complex	Unknown	0	IN Extracellular
GO:0070761	pre-snoRNP complex	Unknown	0	IN Extracellular
GO:0070762	nuclear pore transmembrane ring	Unknown	0	IN Extracellular
GO:0070763	Delta1 complex	Unknown	0	IN Extracellular
GO:0070764	gamma-secretase-Delta1 complex	Unknown	0	IN Extracellular
GO:0070765	gamma-secretase complex	Unknown	0	IN Extracellular
GO:0070766	endobrevin-synaptobrevin 2-alpha-SNAP-NSF-syntaxin-4 complex	Unknown	0	IN Extracellular
GO:0070767	BRCA1-Rad51 complex	Unknown	0	IN Extracellular
GO:0070768	synaptotagmin-synaptobrevin 2-SNAP-25-syntaxin-1a-syntaxin-1b-Unc13 complex	Unknown	0	IN Extracellular
GO:0070769	alphaIIb-beta3 integrin-CIB complex	Unknown	0	IN Extracellular
GO:0070770	alphaIIb-beta3 integrin-CD47-FAK complex	Unknown	0	IN Extracellular
GO:0070771	alphaIIb-beta3 integrin-CD47-Src complex	Unknown	0	IN Extracellular
GO:0070772	PAS complex	Unknown	0	IN Extracellular
GO:0070775	H3 histone acetyltransferase complex	Unknown	0	IN Extracellular
GO:0070776	MOZ/MORF histone acetyltransferase complex	Unknown	0	IN Extracellular
GO:0070820	tertiary granule	Unknown	0	IN Extracellular
GO:0070821	tertiary granule membrane	Unknown	0	IN Extracellular
GO:0070822	Sin3-type complex	Unknown	0	IN Extracellular
GO:0070823	HDA1 complex	Unknown	0	IN Extracellular
GO:0070824	SHREC complex	Unknown	0	IN Extracellular
GO:0070825	micropyle	Unknown	0	IN Extracellular
GO:0070826	paraferritin complex	Unknown	0	IN Extracellular
GO:0070847	core mediator complex	Unknown	0	IN Extracellular
GO:0070850	TACC/TOG complex	Unknown	0	IN Extracellular
GO:0070852	cell body fiber	Unknown	0	IN Extracellular
GO:0070860	RNA polymerase I core factor complex	Unknown	0	IN Extracellular
GO:0070864	sperm individualization complex	Unknown	0	IN Extracellular
GO:0070865	investment cone	Unknown	0	IN Extracellular
GO:0070867	mating projection tip membrane	Unknown	0	IN Extracellular
GO:0070876	SOSS complex	Unknown	0	IN Extracellular
GO:0070877	microprocessor complex	Unknown	0	IN Extracellular
GO:0070912	Ddb1-Ckn1 complex	Unknown	0	IN Extracellular
GO:0070913	Ddb1-Wdr21 complex	Unknown	0	IN Extracellular
GO:0070916	inositol phosphoceramide synthase complex	Unknown	0	IN Extracellular
GO:0070931	Golgi-associated vesicle lumen	Unknown	0	IN Extracellular
GO:0070937	CRD-mediated mRNA stability complex	Unknown	0	IN Extracellular
GO:0070938	contractile ring	Unknown	0	IN Extracellular
GO:0070939	Dsl1p complex	Unknown	0	IN Extracellular
GO:0070969	ULK1-ATG13-FIP200 complex	Unknown	0	IN Extracellular
GO:0070971	endoplasmic reticulum exit site	Unknown	0	IN Extracellular
GO:0070985	TFIIK complex	Unknown	0	IN Extracellular
GO:0070992	translation initiation complex	Unknown	0	IN Extracellular
GO:0070993	translation preinitiation complex	Unknown	0	IN Extracellular
GO:0071001	U4/U6 snRNP	Unknown	0	IN Extracellular
GO:0071002	U4atac/U6atac snRNP	Unknown	0	IN Extracellular
GO:0071003	penta-snRNP complex	Unknown	0	IN Extracellular
GO:0071004	U2-type prespliceosome	Unknown	0	IN Extracellular
GO:0071005	U2-type precatalytic spliceosome	Unknown	0	IN Extracellular
GO:0071006	U2-type catalytic step 1 spliceosome	Unknown	0	IN Extracellular
GO:0071007	U2-type catalytic step 2 spliceosome	Unknown	0	IN Extracellular
GO:0071008	U2-type post-mRNA release spliceosomal complex	Unknown	0	IN Extracellular
GO:0071009	U4atac/U6atac x U5 tri-snRNP complex	Unknown	0	IN Extracellular
GO:0071010	prespliceosome	Unknown	0	IN Extracellular
GO:0071011	precatalytic spliceosome	Unknown	0	IN Extracellular
GO:0071012	catalytic step 1 spliceosome	Unknown	0	IN Extracellular
GO:0071013	catalytic step 2 spliceosome	Unknown	0	IN Extracellular
GO:0071014	post-mRNA release spliceosomal complex	Unknown	0	IN Extracellular
GO:0071015	U12-type prespliceosome	Unknown	0	IN Extracellular
GO:0071016	U12-type precatalytic spliceosome	Unknown	0	IN Extracellular
GO:0071017	U12-type catalytic step 1 spliceosome	Unknown	0	IN Extracellular
GO:0071018	U12-type catalytic step 2 spliceosome	Unknown	0	IN Extracellular
GO:0071019	U12-type post-mRNA release spliceosomal complex	Unknown	0	IN Extracellular
GO:0071020	post-spliceosomal complex	Unknown	0	IN Extracellular
GO:0071021	U2-type post-spliceosomal complex	Unknown	0	IN Extracellular
GO:0071022	U12-type post-spliceosomal complex	Unknown	0	IN Extracellular
GO:0071023	trans spliceosomal complex	Unknown	0	IN Extracellular
GO:0071024	SL snRNP	Unknown	0	IN Extracellular
GO:0071052	alpha9-beta1 integrin-ADAM1 complex	Unknown	0	IN Extracellular
GO:0071053	alpha9-beta1 integrin-ADAM2 complex	Unknown	0	IN Extracellular
GO:0071054	alpha9-beta1 integrin-ADAM3 complex	Unknown	0	IN Extracellular
GO:0071055	alpha9-beta1 integrin-ADAM9 complex	Unknown	0	IN Extracellular
GO:0071056	alpha9-beta1 integrin-ADAM15 complex	Unknown	0	IN Extracellular
GO:0071057	alphav-beta3 integrin-ADAM15 complex	Unknown	0	IN Extracellular
GO:0071058	alpha3-beta1 integrin-CD151 complex	Unknown	0	IN Extracellular
GO:0071059	alpha6-beta1 integrin-CD151 complex	Unknown	0	IN Extracellular
GO:0071060	alpha7-beta1 integrin-CD151 complex	Unknown	0	IN Extracellular
GO:0071061	alpha6-beta4 integrin-CD151 complex	Unknown	0	IN Extracellular
GO:0071062	alphav-beta3 integrin-vitronectin complex	Unknown	0	IN Extracellular
GO:0071064	alphaE-beta7 integrin-E-cadherin complex	Unknown	0	IN Extracellular
GO:0071065	alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex	Unknown	0	IN Extracellular
GO:0071067	alphav-beta3 integrin-ADAM23 complex	Unknown	0	IN Extracellular
GO:0071068	alpha9-beta1 integrin-ADAM12 complex	Unknown	0	IN Extracellular
GO:0071069	alpha4-beta1 integrin-thrombospondin-1 complex	Unknown	0	IN Extracellular
GO:0071070	alpha4-beta1 integrin-thrombospondin-2 complex	Unknown	0	IN Extracellular
GO:0071075	CUGBP1-eIF2 complex	Unknown	0	IN Extracellular
GO:0071078	fibronectin-tissue transglutaminase complex	Unknown	0	IN Extracellular
GO:0071079	alpha2-beta1 integrin-chondroadherin complex	Unknown	0	IN Extracellular
GO:0071080	alpha3-beta1 integrin-basigin complex	Unknown	0	IN Extracellular
GO:0071081	alpha3-beta1 integrin-CD63 complex	Unknown	0	IN Extracellular
GO:0071082	alpha9-beta1 integrin-tenascin complex	Unknown	0	IN Extracellular
GO:0071083	alphaV-beta3 integrin-CD47-FCER2 complex	Unknown	0	IN Extracellular
GO:0071084	alpha2-beta1 integrin-CD47 complex	Unknown	0	IN Extracellular
GO:0071085	alphaIIb-beta3 integrin-CD9 complex	Unknown	0	IN Extracellular
GO:0071086	alphaIIb-beta3 integrin-CD9-CD47-platelet glycoprotein Ib complex	Unknown	0	IN Extracellular
GO:0071087	alpha11-beta1 integrin-collagen type I complex	Unknown	0	IN Extracellular
GO:0071088	alpha5-beta1 integrin-tissue transglutaminase complex	Unknown	0	IN Extracellular
GO:0071089	alphaV-beta3 integrin-tissue transglutaminase complex	Unknown	0	IN Extracellular
GO:0071090	alphaIIb-beta3 integrin-fibronectin-tissue transglutaminase complex	Unknown	0	IN Extracellular
GO:0071091	alpha1-beta1 integrin-tissue transglutaminase complex	Unknown	0	IN Extracellular
GO:0071092	alpha3-beta1 integrin-tissue transglutaminase complex	Unknown	0	IN Extracellular
GO:0071093	alpha5-beta1 integrin-fibronectin-tissue transglutaminase complex	Unknown	0	IN Extracellular
GO:0071094	alpha6-beta4 integrin-CD9 complex	Unknown	0	IN Extracellular
GO:0071095	alpha3-beta1 integrin-thrombospondin complex	Unknown	0	IN Extracellular
GO:0071096	alphaV-beta3 integrin-gelsolin complex	Unknown	0	IN Extracellular
GO:0071097	alphaV-beta3 integrin-paxillin-Pyk2 complex	Unknown	0	IN Extracellular
GO:0071098	alpha6-beta4 integrin-Fyn complex	Unknown	0	IN Extracellular
GO:0071099	alphaV-beta6 integrin-TGFbeta-3 complex	Unknown	0	IN Extracellular
GO:0071100	alphaV-beta8 integrin-MMP14-TGFbeta-1 complex	Unknown	0	IN Extracellular
GO:0071101	alpha4-beta1 integrin-JAM2 complex	Unknown	0	IN Extracellular
GO:0071102	alpha4-beta1 integrin-paxillin complex	Unknown	0	IN Extracellular
GO:0071112	alpha4-beta4 integrin-EMILIN-1 complex	Unknown	0	IN Extracellular
GO:0071113	alphaIIb-beta3 integrin-ICAM-4 complex	Unknown	0	IN Extracellular
GO:0071114	alphaV-beta3 integrin-tumstatin complex	Unknown	0	IN Extracellular
GO:0071115	alpha5-beta1 integrin-endostatin complex	Unknown	0	IN Extracellular
GO:0071116	alpha6-beta1 integrin-CYR61 complex	Unknown	0	IN Extracellular
GO:0071117	alpha5-beta1 integrin-fibronectin-NOV complex	Unknown	0	IN Extracellular
GO:0071118	alphaV-beta3 integrin-NOV complex	Unknown	0	IN Extracellular
GO:0071119	alpha7-beta1 integrin-nicotinamide riboside kinase complex	Unknown	0	IN Extracellular
GO:0071120	alpha4-beta1 integrin-CD47 complex	Unknown	0	IN Extracellular
GO:0071121	alpha9-beta1 integrin-VEGF-D complex	Unknown	0	IN Extracellular
GO:0071122	alpha9-beta1 integrin-VEGF-A complex	Unknown	0	IN Extracellular
GO:0071123	alpha9-beta1 integrin-VEGF-C complex	Unknown	0	IN Extracellular
GO:0071124	alpha1-beta1 integrin-tyrosine-protein phosphatase non-receptor type 2 complex	Unknown	0	IN Extracellular
GO:0071125	alphaV-beta3 integrin-EGFR complex	Unknown	0	IN Extracellular
GO:0071126	alphaV-beta6 integrin-osteopontin complex	Unknown	0	IN Extracellular
GO:0071127	alpha9-beta1 integrin-osteopontin complex	Unknown	0	IN Extracellular
GO:0071128	alpha5-beta1 integrin-osteopontin complex	Unknown	0	IN Extracellular
GO:0071129	alphaV-beta3 integrin-LPP3 complex	Unknown	0	IN Extracellular
GO:0071130	alpha5-beta1 integrin-LPP3 complex	Unknown	0	IN Extracellular
GO:0071131	alphaV-beta3 integrin-laminin alpha-4 complex	Unknown	0	IN Extracellular
GO:0071132	alphaX-beta2 integrin-ICAM-4 complex	Unknown	0	IN Extracellular
GO:0071133	alpha9-beta1 integrin-ADAM8 complex	Unknown	0	IN Extracellular
GO:0071134	alpha9-beta1 integrin-thrombospondin-1 complex	Unknown	0	IN Extracellular
GO:0071135	alpha7-beta1 integrin-focal adhesion kinase complex	Unknown	0	IN Extracellular
GO:0071136	alpha7-beta1 integrin-laminin alpha-2 complex	Unknown	0	IN Extracellular
GO:0071137	alphaV-beta3 integrin-CD98 complex	Unknown	0	IN Extracellular
GO:0071138	alpha5-beta5-fibronectin-SFRP2 complex	Unknown	0	IN Extracellular
GO:0071141	SMAD protein complex	Unknown	0	IN Extracellular
GO:0071142	SMAD2 protein complex	Unknown	0	IN Extracellular
GO:0071143	SMAD3 protein complex	Unknown	0	IN Extracellular
GO:0071144	SMAD2-SMAD3 protein complex	Unknown	0	IN Extracellular
GO:0071145	SMAD2-SMAD4 protein complex	Unknown	0	IN Extracellular
GO:0071146	SMAD3-SMAD4 protein complex	Unknown	0	IN Extracellular
GO:0071147	TEAD-2 multiprotein complex	Unknown	0	IN Extracellular
GO:0071148	TEAD-1-YAP complex	Unknown	0	IN Extracellular
GO:0071149	TEAD-2-YAP complex	Unknown	0	IN Extracellular
GO:0071150	TEAD-3-YAP complex	Unknown	0	IN Extracellular
GO:0071151	TEAD-4-YAP complex	Unknown	0	IN Extracellular
GO:0071152	G-protein alpha(q)-synembrin complex	Unknown	0	IN Extracellular
GO:0071153	G-protein alpha(o)-synembrin complex	Unknown	0	IN Extracellular
GO:0071154	G-protein alpha(i)1-synembrin complex	Unknown	0	IN Extracellular
GO:0071155	G-protein alpha(13)-synembrin complex	Unknown	0	IN Extracellular
GO:0071159	NF-kappaB complex	Unknown	0	IN Extracellular
GO:0071162	CMG complex	Unknown	0	IN Extracellular
GO:0071175	MAML2-RBP-Jkappa-ICN1 complex	Unknown	0	IN Extracellular
GO:0071176	MAML2-RBP-Jkappa-ICN2 complex	Unknown	0	IN Extracellular
GO:0071177	MAML2-RBP-Jkappa-ICN3 complex	Unknown	0	IN Extracellular
GO:0071178	MAML2-RBP-Jkappa-ICN4 complex	Unknown	0	IN Extracellular
GO:0071179	MAML3-RBP-Jkappa-ICN1 complex	Unknown	0	IN Extracellular
GO:0071180	MAML3-RBP-Jkappa-ICN2 complex	Unknown	0	IN Extracellular
GO:0071181	MAML3-RBP-Jkappa-ICN3 complex	Unknown	0	IN Extracellular
GO:0071182	MAML3-RBP-Jkappa-ICN4 complex	Unknown	0	IN Extracellular
GO:0071183	protocadherin-alpha-protocadherin-gamma complex	Unknown	0	IN Extracellular
GO:0071184	protocadherin-alpha-v4-protocadherin-gamma-a1 complex	Unknown	0	IN Extracellular
GO:0071185	protocadherin-alpha-v4-protocadherin-gamma-a3 complex	Unknown	0	IN Extracellular
GO:0071186	protocadherin-alpha-v4-protocadherin-gamma-b2 complex	Unknown	0	IN Extracellular
GO:0071187	protocadherin-alpha-v4-protocadherin-gamma-b4 complex	Unknown	0	IN Extracellular
GO:0071188	protocadherin-alpha-v7-protocadherin-gamma-a1 complex	Unknown	0	IN Extracellular
GO:0071189	protocadherin-alpha-v7-protocadherin-gamma-a3 complex	Unknown	0	IN Extracellular
GO:0071190	protocadherin-alpha-v7-protocadherin-gamma-b2 complex	Unknown	0	IN Extracellular
GO:0071191	protocadherin-alpha-v7-protocadherin-gamma-b4 complex	Unknown	0	IN Extracellular
GO:0071192	Kv4.2-KChIP1 channel complex	Unknown	0	IN Extracellular
GO:0071193	Kv4.2-KChIP2 channel complex	Unknown	0	IN Extracellular
GO:0071194	Kv4.2-KChIP3 channel complex	Unknown	0	IN Extracellular
GO:0071195	Kv4.2-KChIP4 channel complex	Unknown	0	IN Extracellular
GO:0071196	Kv4.3-KChIP1 channel complex	Unknown	0	IN Extracellular
GO:0071197	Kv4.2-Kv4.3 channel complex	Unknown	0	IN Extracellular
GO:0071198	Kv4.1-DPP6 channel complex	Unknown	0	IN Extracellular
GO:0071199	Kv4.1-DPP10 channel complex	Unknown	0	IN Extracellular
GO:0071200	Kv4.2-DPP6 channel complex	Unknown	0	IN Extracellular
GO:0071201	Kv4.3-DPP6 channel complex	Unknown	0	IN Extracellular
GO:0071202	Kv4.3-DPP10 channel complex	Unknown	0	IN Extracellular
GO:0071203	WASH complex	Unknown	0	IN Extracellular
GO:0071204	histone pre-mRNA 3'end processing complex	Unknown	0	IN Extracellular
GO:0071212	subsynaptic reticulum	Unknown	0	IN Extracellular
GO:0071254	cytoplasmic U snRNP body	Unknown	0	IN Extracellular
GO:0071256	translocon complex	Unknown	0	IN Extracellular
GO:0071261	Ssh1 translocon complex	Unknown	0	IN Extracellular
GO:0071339	MLL1 complex	Unknown	0	IN Extracellular
GO:0071341	medial cortical node	Unknown	0	IN Extracellular
GO:0071437	invadopodium	Unknown	0	IN Extracellular
GO:0071438	invadopodium membrane	Unknown	0	IN Extracellular
GO:0071458	integral component of cytoplasmic side of endoplasmic reticulum membrane	Unknown	0	IN Extracellular
GO:0071513	phosphopantothenoylcysteine decarboxylase complex	Unknown	0	IN Extracellular
GO:0071521	Cdc42 GTPase complex	Unknown	0	IN Extracellular
GO:0071540	"eukaryotic translation initiation factor 3 complex, eIF3e"	Unknown	0	IN Extracellular
GO:0071541	"eukaryotic translation initiation factor 3 complex, eIF3m"	Unknown	0	IN Extracellular
GO:0071546	pi-body	Unknown	0	IN Extracellular
GO:0071547	piP-body	Unknown	0	IN Extracellular
GO:0071556	integral component of lumenal side of endoplasmic reticulum membrane	Unknown	0	IN Extracellular
GO:0071561	nucleus-vacuole junction	Unknown	0	IN Extracellular
GO:0071563	Myo2p-Vac17p-Vac8p transport complex	Unknown	0	IN Extracellular
GO:0071564	npBAF complex	Unknown	0	IN Extracellular
GO:0071565	nBAF complex	Unknown	0	IN Extracellular
GO:0071575	integral component of external side of plasma membrane	Unknown	0	IN Extracellular
GO:0071595	Nem1-Spo7 phosphatase complex	Unknown	0	IN Extracellular
GO:0071597	cellular birth scar	Unknown	0	IN Extracellular
GO:0071598	neuronal ribonucleoprotein granule	Unknown	0	IN Extracellular
GO:0071601	sphere organelle	Unknown	0	IN Extracellular
